customer_id,fname,sname,ssn,address_id
1545696,Haley,Walker,208986466,259103712
397113267,Brian,Long,973380301,777912370
368985647,Sophia,Bennett,2403765,393456149
333122704,Brandon,James,362601994,299437141
197746588,Charles,Simmons,128551773,360090019
80632008,Andrew,Howard,551842665,458876516
412162037,Erin,Ward,233772531,206174235
353960420,John,Clark,909948332,696996073
209052663,Samuel,Price,916767427,518645230
333174387,Christina,Taylor,136574028,334538077
290237955,Mateo,Henderson,125983711,627532069
285989505,Brian,White,104725511,449437929
123805393,Nicole,Foster,821869504,134550250
156557681,Samuel,Moore,735354030,149945466
399493917,Brian,Anderson,411577861,666554893
47671043,Amanda,Thomas,539768319,640474630
131221158,Lauren,King,400927380,331378823
130965258,Ryan,Turner,249870421,359140886
232655403,Brianna,Young,45247190,180993915
261193810,Mateo,Garcia,325000575,397934081
376401489,Brittany,Young,852641864,922037809
41732114,Erin,Allen,101583147,955936882
223053489,Eric,Torres,774352520,313073858
53066433,Anthony,Griffin,558497806,719104478
253244519,Aubrey,Campbell,499801743,292154443
218617259,Steven,Morris,423177848,226501977
396560357,Anthony,Miller,571924661,766206848
278601973,Emma,Wood,55067436,462776962
414477743,Gabriel,Phillips,112667752,791675248
120483421,Brandon,Sanchez,165541393,612740318
43381524,Owen,Davis,794841849,799021509
412027258,Brittany,Collins,782198762,253397820
234728198,Alexander,Simmons,969683253,445531611
124200601,Joshua,Parker,155596985,444409428
258497657,Alyssa,Hill,871294048,747753955
218239812,Christopher,Martinez,463733001,534745382
375458840,Lauren,Young,960229005,126915986
206020912,Rebecca,Cook,179220278,683720404
230129042,Heather,Thompson,512889585,361288496
199511940,James,Watson,543395418,850589334
250540516,Erin,Bennett,450832986,288903030
364561578,Jennifer,Rodriguez,154178032,179369698
141861776,Isaac,Robinson,783062320,479313630
112072060,Kaitlyn,Richardson,399601232,104400363
165940942,Kayla,Harris,372734476,433760104
208503486,Henry,Thomas,860194535,892006666
1682786,Aiden,James,668141002,601763339
110667400,Sebastian,Perez,317859705,973767203
96243342,Jack,Hughes,868877259,104798638
158119343,Benjamin,James,607405170,536727999
6702459,Timothy,Jones,44894365,374456145
251191259,Sofia,Murphy,613551291,533306769
420110950,Timothy,Scott,785242130,344524880
122732863,Christopher,Sanders,166585667,422829955
43077691,Olivia,Jones,202829951,696044934
324149806,Kaitlyn,Butler,244725825,310876638
108196761,Olivia,Davis,554169353,622207481
274967802,Amelia,Young,371444603,179446257
66538129,Danielle,Gray,596747829,150929660
382534360,Ethan,White,702410118,619374451
286535554,Ashley,Jenkins,901571276,970886176
273909692,Amanda,Price,544122809,131913662
83646922,Kyle,Price,344270301,836810702
150605834,Rebecca,Ramirez,13426144,551894409
306931217,Grace,Phillips,529607012,786349280
87780097,Alexander,Ross,650801441,470677759
112353620,Layla,Miller,130526001,194957360
118234258,Joshua,Jones,103486508,673813480
146191536,Jennifer,Cook,430906248,266505387
92360934,Michelle,Martin,891985543,421003057
354797092,Steven,Garcia,68201726,988119935
230482037,Brian,Price,930778263,956325405
133674479,Amber,Cook,257777343,323348323
111406564,Rachel,Cook,59594956,621054564
276439966,Allison,Sanders,124475057,167254705
187596796,Rebecca,Brown,86078201,953933927
260420464,Courtney,Rodriguez,327501502,245187684
388242261,Dylan,Anderson,502316929,825481586
413727342,Brittany,Scott,251914117,103854155
189147,Ava,Young,696086649,636424308
300777113,Eric,Jones,637743891,267600884
251222548,Alexandra,Hernandez,280926145,753981444
218912240,Sean,Gray,447768689,858342780
295528646,Maria,Hayes,479932704,946963878
122939271,John,Mitchell,468149730,163553281
61604969,Ethan,Gonzales,526520260,955900895
45561839,Owen,Rogers,685177585,157396354
37463400,Ashley,Davis,280849831,333739254
132322591,Tiffany,Long,753432180,508809097
177632145,Kaitlyn,Richardson,548175058,516800095
291151116,Heather,Long,677569532,244668307
149655419,William,Hayes,163139801,549349164
21258063,Brianna,Carter,871266785,163588647
310959442,Danielle,Long,103693438,130143678
277376179,Alexander,Anderson,939736175,816753503
388243091,David,Campbell,158936356,671001584
102177341,Joseph,Lopez,804138079,302474749
313887963,Isaac,Hall,240229754,232168787
429297622,Chelsea,Perez,948734454,411329089
180492853,Sofia,Bell,394673728,667084906
224138663,Claire,Morgan,500328568,607129411
90281667,Sophia,Perez,911798611,186266350
327054894,Benjamin,Coleman,911013424,497913969
226572527,Benjamin,Young,945885890,953740803
383768204,Stephen,Anderson,983615494,495059832
197791849,Alexandra,White,413982319,272852366
360847164,Audrey,Morris,69224213,980680999
151473549,Isabella,Turner,105446109,667950493
199479670,Rachel,Wright,97829999,209571691
276114073,Jonathan,Mitchell,54773868,228052975
389291066,Chelsea,Ward,529563299,805929037
394445004,Richard,Cox,388078829,187386031
296615844,Ryan,Bell,100757114,517015235
366449859,Jessica,Young,384519839,218412849
315951278,Christina,Brooks,563442961,364758234
183251675,Claire,Martin,378883235,970205768
349976995,Amber,Taylor,52004889,691729829
90431092,Grace,Wright,408816987,199991141
291801050,Kaitlyn,Stewart,493016493,483238608
372526401,Victoria,Patterson,856814407,996950844
428819588,Oliver,Griffin,188466134,661589088
425870848,Audrey,Johnson,356856023,803052030
161190597,Hannah,Davis,856396333,753748112
119465679,Megan,Kelly,607662052,680149688
348267240,Michelle,Jackson,91687240,469904814
384996828,Jessica,Bell,983565353,801817102
201575580,Alexander,Russell,988380684,392411022
330991385,Matthew,Walker,327202908,329073469
86064344,Alexander,Jones,92615190,294208870
149186309,Richard,Hayes,743166923,925222886
160965900,Mateo,King,585682180,192052775
285346229,Victoria,Torres,514522070,131977495
334112236,Alyssa,Baker,376202914,801590156
11116793,Joseph,Howard,80016006,166914877
48310807,Sara,Morgan,492926370,867578352
370448583,Robert,Harris,854645837,371602436
166768141,Courtney,Harris,360535766,121398464
131971289,Charlotte,Gonzales,110575714,924257493
331373015,Eleanor,Henderson,95021677,973153657
412924131,Andrew,Jones,410466483,617173958
135558181,Aubrey,Parker,910772595,377843072
44446516,Christina,Wright,295087070,421511911
42089673,Michael,Mitchell,768778564,486439090
248001720,Ava,King,904930090,161238419
397872765,Kelsey,Morris,717450809,505683813
206893753,Anna,Davis,430078331,703102632
73034235,Patrick,Adams,251559986,171040427
104105997,Katherine,Russell,749138292,701399535
102286290,James,Nelson,144057487,472945634
157503318,Laura,Jenkins,672782828,449700823
370702194,Jeremy,Ramirez,439855502,372064783
363788011,Brittany,Martin,153647228,329960140
417666996,Thomas,Torres,968921839,268307743
423202941,Charles,Ramirez,971271129,906738170
394661145,Samantha,Butler,865411101,107538993
40138604,Megan,Moore,696065285,423641896
413243158,Jose,Hall,296396155,714571626
7107376,Julian,Bennett,757690158,203948007
367525185,Alexander,Perez,83330431,579958253
284563205,Jeremy,Patterson,675354304,977615968
424808908,Christina,Long,208672152,415990231
389938458,Julian,Moore,998658406,171850322
226095770,Robert,Walker,772754054,521510254
144297275,Benjamin,Allen,860665804,215353390
341982140,Kaitlyn,Roberts,256424005,619038028
7577259,Stephen,Wilson,670196241,156677430
44232023,Evelyn,Foster,182111539,153150753
305733698,Erin,Wood,18387676,203210519
349321822,Laura,Wright,222454589,214550661
143426458,Laura,Kelly,837658881,914719651
47094838,Kevin,Bell,718939747,521377919
17407982,Haley,Bailey,905518829,185385546
320689726,Evelyn,Morgan,508553098,291047051
176660328,Henry,Brooks,552557834,877409692
417062657,Zachary,Davis,866430825,858264425
245544817,Aiden,Richardson,915924151,736981497
246534324,Sophia,Moore,414388810,478928842
42114849,Christina,Ross,456634047,996489802
211621797,Kevin,Lee,404250123,958804729
158350751,Kayla,Stewart,538295726,803886729
88315574,Jessica,Jenkins,676058184,893231356
201167158,Benjamin,Wilson,781067432,457038910
301589659,Jeremy,Robinson,284468421,607850889
78640514,Rebecca,Collins,648862394,775447867
343497045,Anna,Hall,770202426,916022964
309452161,Alexis,Long,895147754,165011435
77169195,Lillian,Adams,968099982,754547484
256818916,Mark,Perez,626791996,116512112
330442631,Tiffany,Rodriguez,492680817,387567012
186985401,Benjamin,Allen,903452838,378991574
229323856,Sara,Gray,868478686,703001538
166510727,Ryan,Johnson,783540046,302304391
336108332,Thomas,Johnson,551983380,643607304
237480725,Eric,Price,622016714,678299237
234172323,Jeremy,Turner,609562347,103691571
418012063,Haley,Griffin,124224481,343224566
239470343,Nathan,Barnes,148932857,308712790
36249210,Sarah,Gray,273588789,893875559
285741982,Maria,Garcia,27235331,815687600
361042139,Adam,Williams,756363322,599712903
5361249,Theodore,Butler,836188437,751602803
280442781,Matthew,Powell,853393458,318738042
69581816,Kimberly,Ramirez,341700627,229978404
234522286,Audrey,Roberts,365269440,965790509
154439399,Ryan,Cox,670640558,871367067
200428455,Natalie,Hall,498195543,808206750
353228253,Michelle,Foster,47322435,505736190
123805624,Michael,Davis,326017763,485968833
288724403,Oliver,Nelson,381346596,580891558
40940303,Kelsey,Turner,468738518,836637042
210288018,Michael,Wright,425768752,906393452
87118665,Stephanie,Washington,13109633,912146456
276953006,Heather,Wood,342424390,995812822
342121941,Daniel,Nelson,247302896,357865812
218696085,Nicholas,Rogers,713137413,390528012
219041923,Charles,Alexander,911880106,876389143
236505430,Sean,Gonzales,704568522,351727267
153604125,Olivia,White,305647871,886421238
347852719,Rebecca,Bennett,624297520,271790578
118283262,Allison,Cooper,385619843,721339510
4891034,Sofia,Washington,980778894,912454012
204536857,Owen,Gray,693184247,418806698
331934215,Katherine,Davis,150358441,213915226
397382677,Joshua,Bennett,399112809,535186639
412349904,Isaac,Parker,153298887,767800260
107900399,David,Russell,122570890,917105437
366764084,Nathan,Powell,396263154,484372804
121174884,Alyssa,Scott,952491052,273884909
179751096,Elizabeth,Hughes,81892791,102015473
239160104,Grace,Lee,895342091,944798482
290795991,Aiden,Rodriguez,289024673,466271224
145487668,Melissa,Wright,98721311,333283020
206001493,Amber,White,172945671,894573437
199067779,Owen,Johnson,465011448,691567541
368352648,Aaron,Martin,290381637,227271147
179974380,Alexander,Wilson,536855545,758494938
253758802,Benjamin,Harris,375070916,704757304
217436926,Benjamin,Young,638662898,730889409
140691476,Dylan,Baker,552842742,445743209
295923871,Theodore,Jenkins,578131109,319573293
334126735,Daniel,Long,136768016,329098917
304698332,Zachary,Hill,991118764,365359808
86511169,Brian,Hayes,539354824,259386864
68973402,Joshua,Clark,582924516,624038495
68617790,Christina,Jackson,681436672,781066359
306890083,Timothy,Diaz,248475869,117917407
158229255,Sean,Ross,482660832,716351054
241050751,Kyle,Howard,852958225,587905656
299457713,Abigail,Watson,194383947,591218892
411459299,Charlotte,Green,676319260,391631047
331758699,James,Lee,67973087,714437886
309655827,Amanda,James,853855991,660483998
228947654,Kimberly,Ramirez,67361552,773380108
265809897,Megan,Russell,447510631,813743744
136602536,James,Bell,595270086,612735996
211260633,Alexandra,Clark,104503641,131904310
182009645,Samuel,Rogers,571775049,996471013
305942223,Dylan,Clark,599814059,800451490
72623075,Joseph,Richardson,556182703,972865106
35986644,Alyssa,Phillips,646655724,331950593
88482664,Claire,Jenkins,124247943,585775120
275047434,Kevin,Perry,854444922,577915583
360870887,Stephen,Murphy,299156529,830048886
377436861,Katherine,Turner,752091607,571911348
75160310,Gabriel,Bailey,542827181,159259497
292743150,Ashley,Clark,359507534,791130874
337420368,Brian,Robinson,175066320,331635240
39724053,Rebecca,Rogers,444110415,579279272
219645194,Taylor,Thomas,52966940,589934487
318674544,Megan,Jenkins,880149124,624929675
352421440,Amber,Murphy,702150328,178948484
390732294,Abigail,Young,252565442,745150846
53276849,Mark,Foster,791992697,954083704
404522891,Sofia,Clark,39215879,984412613
94344296,Grace,Adams,306320687,250500732
299057812,Sarah,Allen,291333170,947106959
40014766,Oliver,Flores,420885558,564440045
336128789,Courtney,Patterson,598672810,128626645
99492514,Kyle,Gonzales,818445871,999367830
30041722,Mark,Bennett,417878713,520432897
193621305,Jeremy,Moore,824911103,238901888
260141112,Haley,Barnes,731971877,875023867
277688580,Joshua,Scott,793521933,439010260
162306527,Stephen,Johnson,118392093,490273459
54573907,Lauren,Bailey,578682232,559378969
53187249,Claire,Kelly,177388317,129803093
123449793,Richard,Alexander,272972379,951561472
322628598,Benjamin,Cox,167309433,874987127
236276527,Isabella,Lopez,770795058,150067744
327151083,Patrick,Thompson,678280553,822180441
289116293,Thomas,Evans,516372169,923626018
165764125,Emily,Hayes,165094117,965164703
142538606,Brandon,Walker,350101608,969387857
210517273,Laura,Lee,248516685,411341193
64097163,Mark,Diaz,301515358,326663037
153729499,Daniel,Phillips,3802927,437268471
60501614,Elizabeth,Reed,226893881,524652161
304360447,Benjamin,Campbell,108809822,282029916
237404638,Henry,Harris,19587314,208439964
263376631,Jason,Griffin,355661195,451428130
18860643,Ashley,Morris,785079479,494434585
333786826,Joshua,Flores,625071563,980717229
37297511,Audrey,Mitchell,825611636,296353062
333085917,Sean,Martinez,878209732,648073232
328484737,Lauren,Bell,199629587,820902901
172410820,Benjamin,Henderson,939305862,600134936
209229730,Katherine,Brooks,656724188,882956421
13379300,Charles,Wright,687321706,640754007
178808898,Elizabeth,Edwards,463256885,392466216
398618222,Michael,Perry,566534587,725802120
76873399,Jose,James,833446013,503076410
108593692,Mary,Garcia,170177258,248517806
352002465,Olivia,Anderson,166592811,658418215
374011677,Melissa,Hill,557755721,851139239
428767566,Robert,Adams,884472825,843696348
37463769,Henry,Williams,45617260,278424785
251554893,Mary,Peterson,827352733,646522369
90936347,Emily,Moore,685344729,817430618
377577704,Taylor,Campbell,409095356,605737728
376691361,Sebastian,Lee,814083726,726718532
237440071,Jack,Hayes,45142927,213491311
26105494,Courtney,Simmons,97314777,636170858
181974443,Jack,Torres,934082156,333225283
81105774,Stephen,Baker,535854596,702308396
278107571,Sophia,Green,290871002,889494016
167673907,Anna,Miller,333414059,471754553
401123995,Samantha,Brooks,24254476,762697253
389312931,Mark,Brown,791636096,707740338
174571504,Laura,Murphy,77560286,629836396
66895285,Joshua,Brown,101383213,419804292
17887818,Owen,Martin,529303050,283438548
51872821,Kaitlyn,Long,371712370,542336579
3938262,Sebastian,Garcia,622006338,452831459
29169706,Jonathan,Cook,527772805,684965566
271633346,Nicholas,Roberts,791604148,702654200
118218169,Katherine,Nelson,305544232,901655676
151612410,Erin,Jones,446686758,551014481
334023999,Aubrey,Griffin,129612130,518112188
243391410,Sarah,Torres,295184757,799559288
372313637,Melissa,Lopez,714199759,474293949
97659849,David,Jackson,616755642,761576685
79235265,Taylor,Lopez,563306434,399035347
208346334,Kimberly,Gonzales,503059432,310015532
