trans_id,amount,date,trans_type,account_num
96940656,-197.95,2013-11-4,withdrawal,586625258
79552634,197.95,2011-2-10,deposit,715535089
86880000,-135.99,2021-7-19,withdrawal,967422330
294246947,-118.95,2011-6-24,withdrawal,886226389
158218514,158.99,2010-9-3,deposit,340920303
200515219,145,2018-3-27,deposit,482544260
429070386,-86.99,2020-6-18,withdrawal,708448624
271902346,-17.95,2020-9-13,withdrawal,741159414
215468041,-144.99,2014-4-25,withdrawal,233632203
339476498,157.99,2015-1-26,deposit,927047066
419522090,-53,2021-7-16,withdrawal,961093388
360966564,155.95,2020-3-24,deposit,253913500
207326111,-21.99,2016-9-9,withdrawal,233232263
291715194,114,2017-12-25,deposit,813271997
342474458,112.99,2013-5-9,deposit,860819152
58980783,-192.95,2018-10-30,withdrawal,705784127
37742074,16.99,2010-12-15,deposit,430167231
201470672,52,2010-6-27,deposit,946308414
267858112,148,2016-12-16,deposit,241941988
352635795,-10.95,2019-10-24,withdrawal,423188289
158845585,135.99,2022-7-4,deposit,981031891
178786591,-187,2019-4-16,withdrawal,985733146
197204615,135,2020-10-31,deposit,914761459
204536857,-124.95,2022-4-19,withdrawal,875730766
131731346,-169,2017-9-14,withdrawal,184673873
204923205,-134,2011-9-7,withdrawal,637557891
218991124,-145.95,2010-4-29,withdrawal,410479759
137911766,166,2020-5-14,deposit,516765392
271573278,128,2010-12-21,deposit,569668458
351594225,-168.99,2012-12-30,withdrawal,445127060
423348973,-127,2022-6-10,withdrawal,667880114
351608718,-122.95,2016-3-23,withdrawal,586274962
296957782,-122.95,2014-12-19,withdrawal,626961396
406650451,-193,2019-3-17,withdrawal,663513044
163673078,184.95,2022-3-20,deposit,461815913
402776909,-67.99,2011-1-27,withdrawal,242144040
360469606,-100,2011-4-12,withdrawal,580384518
51384712,160.95,2018-1-14,deposit,274235223
349072852,-54.99,2022-4-7,withdrawal,795840917
122142237,-96,2014-2-5,withdrawal,275582977
118684018,-54.99,2018-11-23,withdrawal,622568541
279474726,-61.99,2018-9-30,withdrawal,470431062
324922831,50.95,2012-5-10,deposit,876862522
210517273,50.99,2017-3-14,deposit,165167471
171541644,-108.95,2020-5-8,withdrawal,258143581
75867457,-42.95,2020-3-2,withdrawal,845652302
60554912,158.95,2011-11-27,deposit,637393652
279288422,174,2011-2-19,deposit,874685396
59140180,16.95,2017-8-18,deposit,350564765
314289841,79,2017-4-19,deposit,323975670
228947654,-109.99,2022-6-6,withdrawal,380748159
161150458,-102,2010-7-28,withdrawal,538183424
134016952,-41,2016-12-9,withdrawal,568482630
132977802,-60.95,2014-10-16,withdrawal,545001395
274862153,-41,2016-8-8,withdrawal,633987494
244556620,124.95,2013-5-20,deposit,978987285
165109876,177,2023-4-3,deposit,487359193
352140170,-189.99,2021-2-6,withdrawal,258143581
231674453,-176,2013-5-9,withdrawal,817667255
252981897,111.99,2021-1-16,deposit,397356343
86414451,-131.99,2018-2-15,withdrawal,654167002
66012393,131.99,2016-1-15,deposit,305024777
7694896,70,2016-4-12,deposit,460089158
81259797,-168.99,2019-12-4,withdrawal,207932309
424299639,-185.95,2020-1-22,withdrawal,504380362
183333014,-128.99,2016-12-10,withdrawal,768618986
143233731,12,2021-4-19,deposit,649893271
189178375,106.99,2014-3-25,deposit,671396340
303598517,186,2013-1-14,deposit,517011578
370788950,46.99,2011-12-25,deposit,452250324
80910975,-111.95,2012-9-16,withdrawal,760108734
178899014,171,2018-11-8,deposit,198847744
276015175,100,2019-10-28,deposit,263907931
266682028,175,2015-12-14,deposit,638769838
392583464,14,2014-9-20,deposit,201727099
3283490,-102,2012-11-12,withdrawal,423533470
167960641,-57,2010-7-7,withdrawal,420934236
318186099,88.95,2019-6-29,deposit,711607819
116044400,-54,2023-4-2,withdrawal,111030777
56431362,120,2015-11-19,deposit,369684907
177039217,-109.95,2019-3-19,withdrawal,293623638
362587183,197.99,2016-6-28,deposit,564200024
318334207,112.99,2016-8-14,deposit,407587426
287194954,191.95,2022-1-21,deposit,654167002
196312953,144.95,2020-9-14,deposit,969079539
347120908,-106.95,2015-6-8,withdrawal,997932784
199166785,189,2014-10-16,deposit,490606839
424685575,-35.95,2012-7-14,withdrawal,560842316
80632008,45.99,2016-1-29,deposit,821574095
424145522,54,2021-5-26,deposit,291361956
412349904,158.95,2011-5-27,deposit,871219900
144763374,34,2016-11-27,deposit,930048702
103541189,28,2010-5-20,deposit,488646411
261304192,190.95,2017-6-5,deposit,710702068
49626762,-128,2015-2-15,withdrawal,931914280
205345653,-92,2023-3-15,withdrawal,293753436
285668953,-158.99,2011-12-18,withdrawal,717882655
71980384,-119.95,2016-3-16,withdrawal,695570095
74865868,-167,2012-8-12,withdrawal,120706646
162320458,186,2014-1-6,deposit,395601349
287376104,-150.99,2015-12-15,withdrawal,737390604
305363470,193.99,2014-5-20,deposit,858576682
262942154,-199,2018-4-15,withdrawal,232765749
258889046,17.95,2017-1-4,deposit,532639612
370100481,-94.95,2015-5-9,withdrawal,341730317
203945447,167.99,2013-3-25,deposit,792841991
424128140,167.95,2010-12-14,deposit,588213814
207645374,48.99,2010-7-4,deposit,424730282
213877996,32.95,2010-7-1,deposit,253996866
53660388,-144,2014-1-31,withdrawal,702881267
399700755,121.95,2012-10-19,deposit,368594089
73561483,133.99,2014-4-20,deposit,973534464
282532784,-158.99,2013-9-9,withdrawal,470289489
69317668,-95,2018-3-2,withdrawal,254431315
320563434,-125.99,2015-6-3,withdrawal,606993197
239297474,61.95,2014-1-22,deposit,253220691
417355368,-79.95,2014-5-7,withdrawal,923052157
4430494,-120.99,2019-1-8,withdrawal,133418348
24613119,31.99,2014-12-18,deposit,753726431
204015382,10,2010-12-21,deposit,309790473
95995379,-46,2016-8-27,withdrawal,573935058
204140108,-141.99,2022-1-2,withdrawal,216186127
313865850,197.99,2019-4-11,deposit,576264061
370625389,109.95,2011-11-28,deposit,243716787
135516997,-79.99,2014-8-8,withdrawal,542980108
208900046,117.95,2020-7-15,deposit,561776470
234973744,99.95,2015-3-2,deposit,390387373
53797831,168.95,2015-6-18,deposit,401786339
242432930,144,2017-8-23,deposit,944942829
379352068,-26.99,2020-10-30,withdrawal,249491347
219275461,-166,2014-9-19,withdrawal,349698684
255767319,39.95,2020-1-5,deposit,449244830
296179486,-60.99,2015-12-7,withdrawal,849203395
210983568,-52,2021-8-27,withdrawal,931408148
58005956,199.99,2016-9-22,deposit,978207078
34305911,198,2013-6-30,deposit,109079638
307147323,-103,2016-12-5,withdrawal,336444682
223354465,184.95,2021-1-29,deposit,223580640
128852986,103,2019-9-28,deposit,692418175
242109728,-83,2020-7-1,withdrawal,962637222
65100388,55.99,2015-4-28,deposit,667251111
93605279,-179.95,2017-10-10,withdrawal,908483576
160583053,22.95,2011-4-5,deposit,648898094
86161303,196,2019-3-25,deposit,563800461
333389098,21.95,2015-4-7,deposit,978207078
199978797,-117.95,2012-11-30,withdrawal,248867132
345741006,103.99,2010-5-17,deposit,629885345
184361680,-118.95,2021-8-25,withdrawal,348757919
216314177,97.95,2020-12-20,deposit,170226041
423066812,37.99,2015-1-27,deposit,987238032
40726005,-48.95,2011-8-27,withdrawal,272649612
276750438,31.95,2012-4-16,deposit,643826779
213836368,179.95,2016-2-6,deposit,690532954
202705454,-15.95,2022-3-13,withdrawal,882313727
199147845,-114,2019-8-6,withdrawal,660210050
2485450,123.95,2016-4-15,deposit,108648426
250749692,-150.99,2012-2-13,withdrawal,469168040
118503546,171,2013-6-20,deposit,504380362
109644669,12.95,2022-12-21,deposit,157297322
128774096,-137.99,2019-4-17,withdrawal,405717105
352460109,127,2022-1-30,deposit,766026074
336778149,166,2023-2-27,deposit,194159886
175031895,150.95,2014-6-17,deposit,434957077
123650403,-198,2017-8-17,withdrawal,424327722
177941678,-77.99,2020-11-14,withdrawal,148700177
150127464,-94,2013-10-4,withdrawal,765209006
205755035,-130.99,2012-1-1,withdrawal,902225900
100367411,182,2010-5-16,deposit,662433320
276632501,104.99,2015-8-30,deposit,752876095
251222548,-78.95,2012-11-27,withdrawal,484862137
12765466,110.95,2011-7-6,deposit,257907175
320513284,-184,2012-10-16,withdrawal,381240644
238922273,90.95,2022-7-7,deposit,790608537
79223591,-118.95,2011-5-29,withdrawal,630525636
269694563,-38,2010-7-7,withdrawal,807205784
181993963,-91,2018-5-3,withdrawal,710702068
73308047,66.99,2017-9-10,deposit,120286452
247323261,50.99,2018-12-11,deposit,853808909
87780097,-51.95,2022-7-27,withdrawal,994852340
34710171,-18.95,2018-5-18,withdrawal,958037364
131389553,150.95,2023-1-17,deposit,267720760
83284469,46,2016-1-3,deposit,136296371
140994187,45,2020-8-31,deposit,552858771
152336612,-135.99,2011-1-21,withdrawal,990178412
167303805,93.95,2014-12-5,deposit,391627599
388243091,59,2021-12-12,deposit,557049257
215343691,23.95,2012-10-21,deposit,546148106
257760536,192.99,2022-1-28,deposit,579671197
417192545,-36.95,2020-8-23,withdrawal,810727976
25549986,173.95,2022-7-27,deposit,391627599
157563501,-160.99,2017-11-24,withdrawal,800709088
87200631,-146,2012-12-9,withdrawal,699146953
244328753,34.95,2015-3-7,deposit,776682803
353014083,-69.95,2016-12-23,withdrawal,211232311
364801686,188.99,2014-6-19,deposit,648145996
284563205,-187.99,2010-10-27,withdrawal,660274688
2535790,-135.95,2012-8-22,withdrawal,456749603
161166833,-182.95,2015-3-25,withdrawal,756035600
157273308,185,2010-3-12,deposit,652784969
72842075,42.95,2013-8-6,deposit,997662573
355895725,-116.99,2020-8-31,withdrawal,958787679
223853026,-179,2019-9-30,withdrawal,504140004
357495140,-140,2010-6-9,withdrawal,579671197
79889956,64.99,2017-4-6,deposit,177386037
206154433,150.95,2022-10-7,deposit,923052157
277353498,185.99,2015-3-14,deposit,906862878
199471325,-198,2014-7-6,withdrawal,671285225
175916623,-193,2011-6-14,withdrawal,302526178
77435506,126.99,2015-7-29,deposit,138631256
32172679,56.99,2022-7-13,deposit,811607096
266881098,-19,2011-5-12,withdrawal,563800461
350778320,22,2010-7-14,deposit,386555810
247282164,100,2019-1-17,deposit,863964462
237248371,-52.95,2018-7-31,withdrawal,671040999
412363996,-19.99,2011-8-10,withdrawal,285411628
233387549,26.95,2021-7-11,deposit,810727976
20499163,198.95,2021-8-30,deposit,825775927
174862382,195.95,2023-3-29,deposit,662770649
119556046,68.99,2017-12-18,deposit,793802616
40212218,-55.99,2014-7-17,withdrawal,919213572
353752642,-105,2019-11-14,withdrawal,586974905
102309769,181,2014-10-4,deposit,336510685
155463615,185,2015-8-4,deposit,202943761
34484743,148.95,2015-11-25,deposit,748879077
413224869,124.99,2014-3-5,deposit,726892365
35528036,42,2022-5-20,deposit,346394730
251531989,156,2018-6-4,deposit,902225900
361917527,82,2016-6-11,deposit,893412056
9571076,183.95,2022-6-10,deposit,994598550
425230108,-47.99,2014-7-15,withdrawal,792841991
158907875,27,2017-5-22,deposit,427795207
250682160,37.99,2016-6-25,deposit,734122714
127848621,-101.95,2012-8-6,withdrawal,147091403
21205361,-178,2019-9-7,withdrawal,869731678
375641180,-155.95,2021-3-7,withdrawal,522378663
76761655,26,2022-11-12,deposit,695570095
126711301,-97.99,2011-7-9,withdrawal,662433320
287499970,-72.95,2015-4-19,withdrawal,548594789
272965600,199,2012-9-12,deposit,524766274
46035920,-30.99,2011-9-4,withdrawal,137356044
158011555,37,2021-11-18,deposit,808540478
304225998,-189.99,2022-12-15,withdrawal,272649612
148174112,-196.95,2015-4-4,withdrawal,209716394
28168405,63.95,2010-8-7,deposit,523015368
134797627,187.99,2020-9-15,deposit,803732051
284763936,-23.95,2017-12-16,withdrawal,663284670
122939271,84,2011-5-7,deposit,728055202
347668999,68.95,2011-11-28,deposit,408255369
271206242,-74,2020-11-24,withdrawal,782264677
163036530,-167.95,2023-1-14,withdrawal,572629540
25916197,27.95,2021-2-28,deposit,369191673
262797176,54.99,2015-11-15,deposit,251338983
309188542,-89.99,2012-11-11,withdrawal,638740931
172942410,-83.95,2019-7-15,withdrawal,924528683
151627346,-95,2019-10-20,withdrawal,538290638
170530166,-45.95,2010-3-31,withdrawal,454497983
250492130,155.99,2019-10-23,deposit,565025188
400255420,31,2017-5-25,deposit,656493179
329752293,-157,2016-5-11,withdrawal,248867132
92687722,119.95,2020-2-15,deposit,256120750
291801050,41,2016-4-22,deposit,193733466
87653539,-167.95,2021-11-26,withdrawal,253220691
395651026,160.95,2015-6-25,deposit,794762435
223501617,-49.95,2022-12-21,withdrawal,182946867
146191536,-18,2022-6-21,withdrawal,412126058
186247975,-157.95,2021-10-16,withdrawal,272879579
116893270,70.95,2011-5-26,deposit,839860207
47837894,14.95,2016-7-15,deposit,804326468
309893339,135,2017-4-9,deposit,188742260
306762857,150.95,2011-3-17,deposit,570366258
302353234,83.95,2012-7-26,deposit,622568541
46913291,161.95,2010-8-15,deposit,706970725
144126046,-84,2022-10-31,withdrawal,211728600
197218507,154,2014-10-5,deposit,184673873
161829970,68,2013-5-18,deposit,306169262
262931425,65.99,2012-4-13,deposit,424327722
61648711,20.95,2023-3-1,deposit,211232311
355256944,-25.99,2016-8-2,withdrawal,803434120
239273743,132.99,2013-10-22,deposit,733302557
82769025,155.95,2011-7-23,deposit,758806247
375354238,25.99,2017-4-29,deposit,165256192
230054887,-110.95,2022-4-17,withdrawal,372673478
262648476,-15.99,2010-7-18,withdrawal,661549010
423505332,141.95,2019-12-5,deposit,497387386
350979467,86.99,2022-10-20,deposit,635042592
409550097,190,2014-3-5,deposit,215302735
305733698,-134.95,2022-6-15,withdrawal,756512982
143945486,171,2019-8-29,deposit,144570782
403554061,37.99,2021-12-18,deposit,134091436
29795596,162,2019-3-3,deposit,216186127
307033846,-194.95,2010-9-13,withdrawal,352168519
236455306,70,2021-1-27,deposit,521697439
248509325,-131.95,2017-9-12,withdrawal,886226389
254038271,-103.99,2016-2-13,withdrawal,799095877
236831518,172.95,2016-2-10,deposit,132149292
149444057,141,2010-2-24,deposit,349693842
411309743,-143.95,2018-3-30,withdrawal,235662196
36639730,154.99,2013-7-9,deposit,503872926
134790265,93.99,2014-6-20,deposit,748092423
337726427,107.95,2018-3-29,deposit,122830459
290586341,-190.95,2022-9-6,withdrawal,690886560
81091027,-35.99,2018-10-18,withdrawal,255640843
170075347,68.95,2010-2-6,deposit,855147809
136869411,113.99,2021-3-1,deposit,827597722
274100957,-11,2014-1-6,withdrawal,964735309
60708041,40,2020-4-28,deposit,587821965
340066400,-151.95,2017-8-5,withdrawal,479228053
77111410,-149.95,2019-8-8,withdrawal,821936441
205615374,75.95,2019-6-27,deposit,634690006
4206377,26.99,2018-9-29,deposit,690532954
416847704,95,2014-10-22,deposit,558416446
206448387,-103.95,2020-12-28,withdrawal,478404907
288729633,94.95,2010-9-24,deposit,189043130
223811041,56.99,2021-11-2,deposit,725371274
84919138,171,2014-6-18,deposit,376164576
8357674,-92.95,2014-8-8,withdrawal,859946488
37463769,-138.99,2010-2-18,withdrawal,778219348
190652647,-194,2015-2-20,withdrawal,348979780
223582639,110,2011-2-15,deposit,942557757
317373855,141.99,2012-1-21,deposit,363407871
366764084,-189.95,2014-11-27,withdrawal,906570729
45261050,-65,2017-10-12,withdrawal,505354467
385136088,-100.95,2013-2-4,withdrawal,703911466
218862738,121,2020-6-6,deposit,728055202
27766019,-135.95,2020-6-28,withdrawal,686107306
61930844,-108,2011-8-15,withdrawal,678607810
407957373,-183,2018-3-4,withdrawal,736195013
302168559,-99.95,2011-7-19,withdrawal,974456111
317127770,21,2021-5-15,deposit,891464013
341887203,-143,2011-12-6,withdrawal,950117985
126901844,14,2017-3-1,deposit,251592720
301070796,79.95,2012-1-3,deposit,942575599
190424336,21.95,2013-9-1,deposit,847340082
123633643,-29.99,2022-6-20,withdrawal,760108734
414721248,181.99,2011-2-23,deposit,812194419
57751056,98,2019-10-6,deposit,797667786
246001577,174.95,2012-12-28,deposit,973534464
360041605,193,2018-9-18,deposit,183525236
8874357,128.99,2011-5-10,deposit,537549030
13969658,99.99,2014-10-13,deposit,951602341
159667742,95,2017-10-28,deposit,463374309
99033146,54.95,2012-12-21,deposit,628421032
384652053,51.99,2015-1-30,deposit,336510685
212837710,-184.95,2014-12-5,withdrawal,306849618
172420433,-41.95,2013-12-26,withdrawal,883575358
142199266,182.95,2023-1-31,deposit,670088671
243213197,88.95,2016-2-11,deposit,838083416
97888805,121.95,2020-10-22,deposit,924528683
214617351,-120.99,2016-2-6,withdrawal,479156030
73534393,-119,2012-1-27,withdrawal,252442849
144334092,133.99,2020-4-7,deposit,676712722
73197840,165.99,2016-7-3,deposit,945364985
321043071,-162.95,2017-7-3,withdrawal,743004278
85886678,-85,2018-6-28,withdrawal,495005568
424297863,57,2014-1-13,deposit,128742505
113221752,150,2014-7-19,deposit,357667561
413511954,-179,2018-1-30,withdrawal,102746646
154231445,-131.99,2016-10-11,withdrawal,914676675
211347372,197,2021-1-8,deposit,525078217
190546515,-161,2016-10-15,withdrawal,636537438
293324850,183.95,2020-10-24,deposit,985733146
73101384,168.95,2019-8-10,deposit,955390100
384805608,-76.95,2010-2-21,withdrawal,472558600
357855914,-139,2018-8-12,withdrawal,678607810
399567472,-71,2020-11-11,withdrawal,594732857
87904741,-181,2022-12-15,withdrawal,898018850
341394423,37,2010-12-2,deposit,500969340
363584577,-184.99,2016-2-13,withdrawal,307857689
384082127,155.95,2017-5-28,deposit,881348578
385977262,97.95,2023-1-12,deposit,215814518
318957420,-35.95,2013-1-11,withdrawal,222203695
180383090,185.95,2017-10-20,deposit,704214161
7503102,-94,2019-11-5,withdrawal,322327177
129657901,-124,2016-5-13,withdrawal,158134603
178073041,189.95,2022-11-10,deposit,400068727
344569855,-29.95,2014-5-12,withdrawal,916503498
46406605,-144.99,2022-7-20,withdrawal,720453007
136134851,184.99,2016-5-13,deposit,922551529
295142438,95,2017-7-20,deposit,378416725
109942385,196.99,2020-8-14,deposit,308790970
69093635,197.99,2017-5-8,deposit,994852340
309072857,12.95,2013-7-30,deposit,277612408
300862248,138,2012-7-23,deposit,829921016
37763119,-103.95,2012-11-13,withdrawal,353135821
207823941,-188.95,2019-1-28,withdrawal,988597227
57739520,-54.95,2020-9-17,withdrawal,228475648
212622033,23.99,2012-4-20,deposit,315211706
308139325,124,2011-11-17,deposit,462338594
75750705,52.99,2018-3-26,deposit,811987490
235800118,16.95,2022-6-21,deposit,301635862
377017111,-161.99,2020-11-8,withdrawal,207494574
72796494,-156,2021-12-4,withdrawal,589880757
289568474,29.99,2012-2-13,deposit,110650941
240546533,-91,2011-9-24,withdrawal,686041067
205046451,53,2017-4-12,deposit,622145451
174505724,60,2010-12-11,deposit,885140508
174569552,-61.95,2016-10-5,withdrawal,667880114
276576986,-136.95,2010-9-28,withdrawal,624151609
271545088,189.95,2015-1-26,deposit,452693726
346103415,184.99,2017-12-20,deposit,523632964
169143749,-135,2010-6-10,withdrawal,908602862
4011332,122,2018-2-7,deposit,582187307
410461066,191,2018-5-19,deposit,826034756
315451888,140,2012-2-28,deposit,776217244
200050163,-115.99,2019-6-25,withdrawal,208445405
80728056,141.99,2019-4-28,deposit,879341433
294419849,-25,2018-6-15,withdrawal,594742400
225653783,40,2012-7-7,deposit,587821965
148018396,193.99,2021-11-11,deposit,585490725
310655311,-70.95,2019-9-3,withdrawal,478858445
167787744,-41,2018-2-12,withdrawal,575566179
205662280,93.95,2010-11-18,deposit,722601688
129122783,29,2020-11-28,deposit,891464013
78951202,-148,2012-2-15,withdrawal,444125365
274739626,-175.95,2012-9-13,withdrawal,893412056
33855588,-162.99,2017-9-5,withdrawal,289348066
308023127,156,2011-9-13,deposit,599504688
3133936,15.95,2010-3-30,deposit,453650155
57034689,-180,2015-5-6,withdrawal,547766663
411182258,71.95,2018-2-18,deposit,316317310
414503074,12.99,2013-1-29,deposit,900010862
109211550,-149,2021-7-26,withdrawal,729326282
263038287,101.95,2011-12-1,deposit,852196758
409847112,67.95,2018-9-8,deposit,235895100
280442781,-34.99,2013-1-6,withdrawal,389170684
360981912,186,2012-2-24,deposit,884385457
177797888,108.95,2019-3-16,deposit,131565716
156573168,-82.95,2014-11-26,withdrawal,208445405
209700750,169,2013-9-22,deposit,305377496
243391410,128.95,2011-2-21,deposit,687901729
33438111,28.95,2011-10-26,deposit,497387386
215694061,85.99,2018-5-1,deposit,784348605
116381546,-31.95,2010-1-19,withdrawal,905490734
80023885,-37.99,2016-4-25,withdrawal,130562812
303362473,80.95,2016-6-12,deposit,753337085
297604983,96.95,2017-8-13,deposit,340920303
108143201,52.95,2015-6-8,deposit,215814518
121693816,83,2022-1-2,deposit,632392778
168707006,-32.99,2020-1-20,withdrawal,681649615
285997080,-12.95,2019-12-30,withdrawal,501818898
296263096,-184.99,2010-6-23,withdrawal,637393652
326113697,191.99,2019-6-12,deposit,760108734
29169706,166.95,2017-8-19,deposit,290273764
295173170,93,2020-4-18,deposit,293123655
94062300,68.95,2012-2-16,deposit,259640360
179751096,-189,2011-10-18,withdrawal,536757914
132004624,95.99,2015-5-3,deposit,350564765
199570866,-52.99,2019-4-6,withdrawal,820871067
427989833,122.99,2015-12-5,deposit,741005776
287313718,-130,2015-2-11,withdrawal,120454597
305942223,71.95,2014-11-23,deposit,827759102
56081018,-15.95,2020-2-5,withdrawal,562491362
64109946,-115,2014-11-26,withdrawal,410479759
2563202,-47.99,2015-5-18,withdrawal,686107306
330700990,-148,2019-7-2,withdrawal,451217833
152579211,182,2020-8-21,deposit,983896575
45818235,66,2022-1-24,deposit,638873663
105497441,-25.99,2012-7-16,withdrawal,267750495
159394200,-129.99,2014-1-25,withdrawal,207520531
113098991,-100,2022-3-27,withdrawal,458591356
168980836,-178.95,2018-5-2,withdrawal,902225900
311546811,46.95,2010-3-12,deposit,834581241
407412428,174.99,2016-6-3,deposit,552762801
45794965,-197,2012-1-9,withdrawal,479725044
229668691,79.99,2017-9-10,deposit,617922179
240285116,60.99,2017-1-8,deposit,318245071
243728272,31,2012-11-20,deposit,542533434
263449,26,2021-4-13,deposit,596336722
277349506,-16.95,2018-6-7,withdrawal,336309968
70910081,-134.95,2020-7-24,withdrawal,194267575
91767769,115,2013-11-26,deposit,576933790
307747408,-127,2016-4-13,withdrawal,286532656
95378605,-85.95,2010-2-22,withdrawal,788118218
185694458,-116.99,2020-7-28,withdrawal,658532014
188351207,167.95,2022-12-16,deposit,517163127
273117740,-130.99,2020-5-22,withdrawal,395601349
104419165,124,2018-3-3,deposit,196288782
367896870,109.95,2012-11-18,deposit,523632964
90878017,-64.99,2015-5-21,withdrawal,569668458
53851110,-131.99,2018-8-19,withdrawal,129444843
176656248,-79,2015-5-23,withdrawal,126825038
126549522,43,2015-8-24,deposit,593084237
137112622,-83,2012-6-13,withdrawal,202241333
39222601,-32.95,2010-9-24,withdrawal,988589848
178194225,36.95,2021-10-12,deposit,120706646
281755922,-13,2017-8-29,withdrawal,702881267
164843194,-154,2018-4-4,withdrawal,126825038
19462616,101,2015-1-1,deposit,180330895
314343505,83.95,2019-12-28,deposit,424730282
216571917,194,2017-8-31,deposit,202241333
282718201,-38.99,2021-5-25,withdrawal,320352251
117436247,74.95,2021-8-28,deposit,565025188
121902150,-132.95,2016-11-26,withdrawal,394793324
277229902,-82.99,2021-8-21,withdrawal,296588083
425928273,-134.95,2018-7-9,withdrawal,962637222
384963691,182,2021-4-13,deposit,348685348
124453924,-22.95,2018-5-18,withdrawal,812194419
154977489,14.99,2020-1-2,deposit,296646209
58592407,12,2011-1-25,deposit,449244830
352026963,81,2012-3-1,deposit,830051577
304210978,-129.95,2019-8-14,withdrawal,715086602
408043989,-147.99,2017-9-4,withdrawal,186231915
10073955,166,2022-3-28,deposit,882339368
315234616,82.95,2017-5-29,deposit,966563426
275314588,-44,2022-4-14,withdrawal,498452712
192956475,-99.99,2018-2-13,withdrawal,479725044
274785035,-107,2011-10-10,withdrawal,922161746
261844286,-43.95,2022-2-24,withdrawal,257939220
165925605,-142,2019-3-5,withdrawal,681720727
120677222,-155,2012-10-24,withdrawal,347979620
427234199,171.99,2018-7-23,deposit,599927211
8500760,-99.95,2018-7-6,withdrawal,306849618
327075972,177,2012-9-7,deposit,617922179
206580978,180.99,2021-6-30,deposit,817975814
315976960,-90.95,2013-7-24,withdrawal,348316755
134444232,-59.95,2018-5-26,withdrawal,180199786
278489883,-175.99,2015-9-16,withdrawal,394970654
345904923,86.99,2011-3-26,deposit,628421032
234306990,-174.95,2014-5-24,withdrawal,264615158
162249985,84.99,2014-6-14,deposit,839788731
49490533,82,2021-12-27,deposit,858056542
245274912,64.99,2017-3-5,deposit,633021841
302115066,12,2018-8-1,deposit,914224299
320982258,67.99,2013-11-11,deposit,370282898
380919379,-64.99,2011-11-15,withdrawal,462144240
268577561,-156,2010-5-31,withdrawal,655544896
130500420,74.95,2012-2-21,deposit,846822436
147192939,62.99,2021-8-26,deposit,689572175
429246780,-11.99,2021-8-8,withdrawal,473564265
369713589,113.99,2013-9-23,deposit,767187453
1429321,172.95,2011-7-2,deposit,617922179
93246046,43.95,2010-11-18,deposit,703911466
228899654,-135.95,2016-5-19,withdrawal,352168519
378776644,-173,2018-7-23,withdrawal,411615872
286476928,63.99,2013-1-7,deposit,443914309
348530534,-12,2021-12-26,withdrawal,393016560
79095682,-133,2021-2-5,withdrawal,276826378
220338402,-113,2015-11-1,withdrawal,200324321
18491822,-21.99,2019-8-20,withdrawal,321858922
86376679,-139.99,2011-5-26,withdrawal,240770793
402194203,178.99,2022-9-13,deposit,424053976
306913739,-46.99,2018-6-11,withdrawal,622828823
104519796,-197.99,2010-11-6,withdrawal,974852080
194861618,-117.95,2017-5-26,withdrawal,988589848
243291380,-106.99,2012-12-14,withdrawal,188635634
91487115,115.99,2011-4-16,deposit,449866252
146050941,149.99,2022-4-22,deposit,194718273
123729705,157.99,2010-12-20,deposit,305377496
143877768,34.95,2019-8-12,deposit,607512918
33940387,-170.95,2017-6-8,withdrawal,942557757
365410387,-86.99,2022-11-25,withdrawal,846822436
213292299,15.95,2016-10-5,deposit,634690006
53138558,71,2010-10-30,deposit,299590579
154083177,164,2020-2-24,deposit,505354467
310020425,-191,2010-11-5,withdrawal,107100745
382291203,10.95,2014-4-12,deposit,863964462
57677533,11,2014-7-26,deposit,370826699
304259992,-51.95,2012-10-25,withdrawal,198091923
198996227,-80.99,2012-5-4,withdrawal,122188632
355108319,-41.99,2017-6-15,withdrawal,636537438
265653124,-147.99,2023-1-26,withdrawal,333595107
112225643,-92,2010-3-26,withdrawal,259542591
240089103,119.95,2013-2-21,deposit,760108734
240898847,147.99,2014-11-8,deposit,281491343
353296662,126.95,2017-1-6,deposit,861474800
294544614,157,2014-3-5,deposit,573597142
360801234,135.99,2011-11-18,deposit,244317040
49739137,124,2010-4-11,deposit,964735309
407703016,106.99,2018-3-9,deposit,853667376
252904383,96,2020-3-17,deposit,266032101
190330802,170,2022-6-16,deposit,983924414
188447028,-114.99,2021-12-13,withdrawal,141417455
117076343,64,2021-5-10,deposit,386555810
11578716,-152.99,2010-3-8,withdrawal,650201567
421634787,91.95,2011-2-20,deposit,191150276
232516606,-43.95,2016-2-11,withdrawal,439164817
150581810,-83.95,2018-12-29,withdrawal,461166970
322223469,-142,2017-9-2,withdrawal,761008356
320994674,91.99,2018-9-15,deposit,375537785
220409756,163.99,2011-1-18,deposit,336510685
428659362,197.95,2017-12-9,deposit,248018402
229316685,-10,2016-2-10,withdrawal,297237639
387671647,-62.95,2022-1-19,withdrawal,695429579
291926266,96,2014-7-9,deposit,639378662
230403996,70,2013-3-10,deposit,291556376
40241932,-24,2017-9-3,withdrawal,564379076
78147823,-135.95,2015-12-16,withdrawal,208445405
355845015,97.99,2021-1-6,deposit,729326282
364049293,-182,2010-2-5,withdrawal,531118733
153668295,179.99,2016-4-25,deposit,632598939
