account_num,account_name,balance,branch_id,type,customer_id
346071187,bgrunwald1g,245449.82,560,savings,412162037
336444682,jshillittoig,246697.28,291,savings,152946889
227612545,habelwhiteh3,247033.99,214,savings,245856088
565592786,lkermannesmq,248363.8,975,checking,424808908
814378036,podoghestyex,249143.77,849,savings,63475193
634379671,hsallingerlh,250518.71,214,checking,183251675
714612557,gvailnt,251353.85,658,checking,223053489
293753436,bmontillar5,251467.32,104,checking,376691361
133360381,jhartwrightrk,251895.06,844,checking,7107376
521659751,apybusmp,252270.59,560,savings,245539362
775812694,cponcefordif,252297.26,903,checking,345012588
259443305,gallnuttbq,252538.97,530,savings,282002322
424053976,wwaldron42,252942.03,214,savings,103543130
130562812,wgerardeaux9m,253443.88,151,savings,343398363
565025188,pmayfieldc0,253524.16,827,savings,45794965
215814518,sstrothers3c,253924.04,902,checking,136134851
128742505,abevensl,254335.98,608,savings,77169195
381240644,mlangepl,254556.78,500,checking,377436861
263467330,pnottingham54,254659.74,500,savings,331373015
264865749,dverekerm,254788.03,239,checking,47579896
870092488,aboschern3,254788.67,778,checking,301369362
232765749,gcrone47,255965.48,608,checking,222822113
314175813,bgarzan1,256003.69,500,savings,17407982
319640598,ccolberty,256356.73,608,checking,61497154
605030774,geagarjs,256411.3,849,savings,43077691
421793544,alumsdalemf,256834.15,949,savings,157503318
365874041,dcaulketn5,257844.33,815,checking,252118035
643302605,msizelandba,257852.34,406,savings,338910117
908514166,cseneschal1y,258143.06,902,certificate of deposit,191464045
182587373,jorletonm7,258231.98,429,savings,413511954
486851103,kpickerillf2,258276.58,560,money market,210489874
337179345,adodsonqy,258775.23,608,savings,352002465
405717105,uhammersonmd,259394.5,849,savings,169658612
733302557,ngilyottq4,259681.41,214,checking,277688580
302609527,zmallalieupx,260830.95,975,checking,429297622
577849473,pkeedy8e,261210.32,500,checking,26320913
238816756,mstatenlv,261348.77,330,checking,274348366
396168948,epizeylh,261862.92,214,checking,308982983
258476579,ssowerby8g,261890.47,104,checking,404965963
353135821,ochafneyal,262797.12,214,savings,271206242
483956556,vmarkelgc,263700.73,903,savings,23786392
612987236,cbonnette7v,264214.2,902,savings,188221579
473645044,zcominolie7,264422.82,500,savings,406391326
729671586,ggirardi85,265401.62,429,checking,41242223
286740937,crawlcliffedt,265552.8,291,savings,340546409
798616740,cblacksell8z,266028.06,799,checking,20018711
934580452,rcroxleypp,266328.39,815,savings,39724053
255295014,cdemkes,266747.5,291,savings,302530614
803621697,hroskellig,266973.53,949,savings,412162037
398093920,ioxli,267206.55,429,savings,349976995
840244743,gmarnshv,268291.14,530,checking,5563717
899111996,zbradfordf6,269109.9,903,savings,176462926
921527039,cwillatt5r,269751.7,844,checking,75157987
169086005,gugolinig7,270666.16,239,savings,175788035
341730317,lmercerl3,270702.5,844,savings,235726014
714111029,kbergstrandp2,270932,104,savings,68617790
692418175,dvuittonm3,271754.96,406,checking,50226526
845915108,mrubena2,271856.06,975,savings,338969862
285411628,acrumbiehl,272216.3,239,savings,209524306
468165882,fixer5f,272730.66,658,savings,157503318
912313880,mcapone,272909.62,903,savings,158350751
520191428,hcoslett9,273293,239,savings,417062657
534752236,briseamew,273434.71,500,checking,382587575
314443999,divanshintsev4d,273822.3,151,checking,394445004
801708591,kcholdcroftbi,273938.09,608,checking,383248178
319737908,aivellqw,274438.38,104,savings,11116793
519926829,schurchlowlz,274506.45,239,money market,391682564
637557891,afermingerlx,274568.75,902,savings,285346229
239315147,cgreenoughfw,274994.66,658,checking,262942154
772724904,jhuggetta6,276406.63,815,savings,11578716
831259709,ahairedb,277664.9,500,checking,26320913
102746646,jmcclurg9v,277775.24,214,savings,23030924
667251111,jdudneyda,279217.51,608,savings,180897307
312598613,hjanaszewski3x,279624.14,530,savings,388243091
930931589,ccramptonps,279839.74,827,checking,310959442
155730830,imaccrier1,279873.95,778,savings,37463769
393880352,rkynson19,279932.09,151,savings,267482596
668065164,lrubkep9,279975.43,560,checking,309655827
296541643,svillaea,280013.76,949,savings,8114022
670459951,leassom4o,280492.48,406,savings,44081100
316259185,bkittog1,280566.46,406,checking,102471945
169537217,irahlofmi,282443.88,104,checking,417666996
432114302,lpipping4a,282780.41,429,checking,199479670
372673478,fkerr6b,283691.55,849,certificate of deposit,242676234
456808192,gshipseypz,284872.83,406,savings,224138663
794080916,akeysallcp,285461.75,799,checking,356974207
675714623,ladacoto8,285950.8,849,checking,218696085
180330895,brevenf7,286299.74,658,savings,56918
663513044,gowbrick5n,287600.58,849,savings,272965600
787030961,pcastanone3i,288009.73,608,savings,352344075
127840320,awafernk,288677.57,778,savings,229323856
424984185,dcossond,290719.86,799,savings,61399084
111237859,alisamoreey,291098.2,778,checking,316123156
656015161,hhanington3c,291197.8,658,checking,276439966
170751571,cmackenneye8,291641.28,849,checking,118374673
969079539,hikringillcc,291699.25,330,checking,159166119
840936133,fdraiseym9,291859.07,692,savings,133340964
981827858,cmew6o,292682.73,902,savings,347120908
950881180,debdonpk,292904.83,608,savings,61604969
794762435,ekingsmanbl,293179.15,778,checking,406348151
436937893,astocksnp,293782.94,530,savings,418012063
929435559,sslewcock4i,294706.41,949,savings,349976995
331736938,anewlandsim,294902.97,608,checking,184652837
544754477,bapplebyo6,295770.34,608,checking,276953006
863964462,eremer57,295807.11,949,savings,44446516
119208701,dedlinpt,296247.4,330,savings,390732294
760222439,pscholes3k,296643.58,849,savings,323772369
452693726,bhallahan7c,297378.69,406,checking,242432930
761444457,bsiretij,297477.68,799,checking,138312353
136296371,lbradburne5i,300101.61,975,savings,417666996
668319467,dohanveyh4,300286.1,844,savings,208035578
347979620,awellman9r,301147.38,272,checking,288941513
821574095,jsansompw,301587.92,560,savings,313887963
388031046,atolle31,301595.82,291,savings,150605834
576145023,fnewlandsez,301688.35,949,checking,364801686
747997100,gcurnessi6,301997.25,291,savings,301369362
512723760,gpine50,302897.93,799,checking,48310807
394793324,cdomenichellipy,303334.01,272,savings,180492853
777093422,asimionato1u,303774.62,104,savings,269281272
625331619,mspendley7p,304046.6,815,savings,53379671
365539685,trosenblumml,304612.98,827,savings,217580512
209716394,hesbrook7d,304640,903,savings,358405349
887759078,fwoollacottlb,305683.07,560,savings,37763119
138298255,labrahamovitzcv,305931.16,827,money market,414675795
869731678,bgauthorppi0,307476.24,239,checking,418511762
369684907,cbraunstein26,307871.29,291,savings,1429321
272879579,emichelotti1p,308144.66,692,checking,47671043
715086602,ogrubbei4,309385.2,104,savings,295142438
923680237,mkayleyb9,309825.85,530,checking,81708891
802288060,elightning8a,310136.95,799,savings,74865868
840022890,fleeta,310288.58,560,checking,245544817
263407778,rbaylis5w,310511.44,902,checking,352460109
903015005,sellen20,311944.59,239,savings,347111144
301364369,rvelareal5n,312176.34,214,savings,7107376
919565826,pgildroyft,313434.74,272,savings,375789297
950355637,bmuttonk7,314227.72,406,checking,153026267
205956271,gassender33,314606.25,849,checking,313052460
883541455,ldomenget5z,314703.91,560,savings,135942955
658532014,aelia7x,314828.08,330,checking,77134600
758806247,cmanuelek7,314986.32,406,savings,92360934
957858229,bhaxbynf,315126.72,975,savings,309452161
477734089,cmackeig36,315246.92,815,certificate of deposit,290313653
643684626,blangdalec3,315844.45,429,savings,221298599
697152575,mharesnaipkv,316010.33,692,checking,362667988
474599111,lyouteadk0,316104.99,827,checking,146389862
348685348,mcongram18,316854.02,827,savings,111917764
756180485,wbradnam67,317759.99,975,checking,223913442
280770804,dluckcockkn,318427.52,975,savings,61604969
904164602,ltippingsiv,319526.85,291,checking,41732114
318580072,tchitteye8,319873.13,330,checking,343877252
538183424,mpayfootfs,319928.3,975,savings,93192715
318228267,hridgley6d,320248.18,949,savings,107145975
153454600,khrachovecqb,320335.6,849,checking,327151083
387654389,glewishamw,320543.66,692,savings,89032461
219100142,ckiera8x,320967.57,151,checking,410370028
810591259,agrieger1s,321035.94,330,savings,232655403
263632775,lgersamqx,322872.65,151,checking,108593692
706970725,jsherlandrq,324144.32,778,checking,97659849
593084237,twhitehairpc,324159.26,406,savings,388242261
599504688,msprowlespy,324169.6,560,checking,40014766
295535869,abellon6t,324642.58,291,savings,282002322
800709088,klaunder6i,325047.58,330,savings,243419733
626115011,jgothup6f,325700.88,844,savings,13511434
855535760,pgarbuttfc,325800.75,406,checking,276721990
726627543,cvooghtnq,325930.16,330,checking,239470343
289822943,eclemensonqa,326775,827,savings,394445004
441009155,jbrinday,326991.83,815,checking,182159296
603466840,rnowland48,327112.89,291,checking,360847164
714199337,rlagoc0,327292.72,903,checking,100851726
249491347,tjackmanle,329102.12,406,checking,296615844
651198111,adixson6g,330147.77,104,savings,352297269
707929358,bdawidowiczjj,330376.88,903,checking,208503486
994852340,hbigglestonep1,330623.27,844,certificate of deposit,112353620
541943286,egodier7n,330817.65,778,savings,140104199
901122239,tscoyles6p,331248.38,975,savings,327902986
412126058,sbilboroughgh,332596.27,530,certificate of deposit,153771748
954130902,tborn6u,333306.74,406,savings,168679547
235746031,tpask23,333393.47,214,checking,120483421
477638830,acastlesdm,334094.81,658,savings,132260733
998023195,cmullen2a,335042.38,849,checking,375458840
669533881,rlamacraftc1,336208.75,902,checking,386125950
993270324,bduceri,336323.63,214,savings,3938262
392628214,bmyricki4,336795.33,406,savings,338971741
653346065,nisetondv,336830.18,560,savings,397011053
602189309,wbiddulphkj,337527.31,902,checking,251222548
374473480,fklimentovk2,338260.33,658,savings,94990994
498388567,lfoulghamq,339279.43,406,savings,329745918
262075371,joldalefw,340306.23,849,checking,296906024
484862137,aedinburghip,340616.82,778,checking,238480597
471275521,trustedgeqe,340720.05,560,checking,183251675
215419794,tmossomow,340811.54,500,savings,140691476
728055202,ehandasydelf,341225.93,903,checking,81026776
269577218,vboeckqv,342515.22,844,checking,334112236
200756460,hgoodenoughkc,343261.04,799,checking,276439966
600294334,rmonckmanek,343374.3,560,checking,386642244
632736082,lsmissen1i,343558.49,214,checking,13511434
220243982,rgeryf,344058.79,151,savings,89344206
783561314,ogogieph,344326.95,799,savings,35986644
121056719,ebillingekp,344913.04,406,savings,37463400
735445685,hsnellekh,345078.44,330,checking,189147
850962879,schittie7y,345231.59,827,savings,414675795
635042592,tbedlei8,345432.77,902,checking,184012613
557049257,dblakesleyai,345638.59,406,savings,92151829
776682803,bcromlyn3,346510.87,778,savings,176660328
671396340,mpetticrowef,346519.57,272,savings,400747677
419008508,fcolmanp5,347029.63,827,savings,241050751
913675158,wdummigan1w,347092.21,330,checking,227656546
930568554,spetkovicib,347563.99,151,checking,397113267
281491343,nmatthias2s,347942.9,827,savings,43077691
839110308,tberrymannu,348319.03,239,savings,53066433
558416446,ssmalcombegt,349077.76,827,savings,399973500
865762014,hmalenoir8o,349298.87,975,checking,297069687
776217244,nzanellicy,349439.27,239,savings,328483830
198828170,gjacobowitzap,349490.11,429,savings,203814573
562818450,cjerramfr,351315.62,104,checking,29889395
636537438,dmcgeagh74,351552.47,815,checking,233350181
487359193,kneevesch,351706.93,560,money market,308088227
767062876,lchidley6k,351748.68,902,savings,374004995
577900186,mmcquaid2u,352449.62,658,savings,108196761
368169079,mmasurel42,352607.68,239,savings,224138663
420153900,mdrayton2b,352874.93,778,savings,206020912
235662196,hjacquetix,354213.81,429,savings,53066433
987052798,tcrookstonoj,355584.62,239,savings,96243342
193740810,cfocke4q,355615.34,658,savings,348267240
571554769,lyarrow2w,356525.49,214,certificate of deposit,276143258
193733466,acorneypc,356584.17,406,checking,136602536
120454597,gsirmond4,356732.36,239,savings,33554342
357387770,kyssoneq,358093.28,849,savings,133813280
882339368,ctassakerd3,358340.01,903,checking,64891915
664906990,charrismith71,358458.2,849,savings,17518401
448330436,agarritley1e,358512.19,272,savings,242676234
449511735,cmanvellf5,359630.36,827,savings,94990994
466159791,lrichardtq3,360222.74,291,savings,260141112
742814810,bewbachme,360427.67,778,checking,183206138
974570658,tmaharryjk,360854.08,291,savings,1682786
919213572,rgoldiepb,361349.72,272,savings,265809897
475376065,ljarretpv,362418.38,902,savings,404522891
211728600,lherety21,364310.18,560,checking,286467332
159096271,okuncar,365551.47,692,savings,80419768
815548338,dfidele5u,366233.08,849,checking,341982140
317302051,tphillotpi,366434.12,692,checking,88482664
704214161,adupeyei,366692.34,291,checking,197363210
652712101,hbenjefieldqg,367323.14,104,checking,64097163
210420798,kyoakleypm,367414,849,checking,37463400
399052048,asachnoq5,368063.62,692,savings,360847164
893412056,railward8y,368254.37,608,savings,161477262
188742260,ccarless76,369590.58,902,checking,4448066
624147209,mfitter2r,369600.27,330,checking,122732863
310961205,efeastms,371054.22,406,savings,226095770
453660709,pseagarnd,371143.71,239,checking,78640514
197238084,dkopkej1,371183.93,608,checking,278601973
509779658,aiapico9x,371233.56,827,checking,230007244
830051577,ysnazelcw,371621.31,902,savings,418332594
233215252,pdurnjw,372885.57,429,savings,364801686
719880359,lwickmann61,373467.37,330,savings,130931185
824839645,dcawthroncs,373660.52,608,savings,347244335
286499609,jspaltonhq,374535.79,903,checking,56835616
166255638,awilldu,374631.32,214,checking,377017111
295374369,mbott59,375001.8,239,checking,378374388
333416103,bsurmanlk,375190.61,692,savings,373497357
921891346,gwaterdrinkerjc,375900.55,902,savings,230129042
225373930,hmeekingsgm,375914.66,239,checking,371872909
808325479,mwimpressg8,375920.15,151,money market,331986780
308790970,sduckelsdq,375959.87,330,savings,126476606
667466186,etreenrc,376137.26,692,checking,157503318
259356102,bwillemangp,377987.37,844,savings,94997796
660274688,iantonuccijt,378405.58,903,checking,382587575
500432051,jpolettoio,378976.45,658,savings,399493917
716885056,bbriskerrp,380972.74,902,savings,226095770
237802100,ahansie8h,381461.66,949,savings,238922273
566810145,rdepietrifz,381799.96,975,checking,59032636
752631623,oprucknerb,383020.2,975,savings,246534324
353579026,bcossington5d,384402.8,406,savings,55287969
478305373,rhunstonefd,384635.83,903,checking,105719969
756512982,bcheccuzziav,385120.09,849,savings,305456580
511143160,cphillismi,385339.82,104,savings,409460437
914224299,abenedict74,385868.72,330,checking,415349069
393225712,prainsim,385974.29,827,savings,123805393
321374869,emaccarroll6e,386624.32,949,checking,405767429
612357469,apietribh,386914.9,151,savings,314412278
303748974,mhryniewicki0,388655.15,949,savings,79235265
452233017,amcausland1k,388889.15,903,savings,290237955
987080237,bkordas8e,389122.57,815,checking,333549930
448989712,pcarrattfy,389332.77,560,savings,362667988
671176218,ehurreni5,390073.16,903,checking,133708995
519802121,pmccloughenko,390310.21,272,savings,29889395
296165162,fratray17,390595.76,330,checking,126589510
693068205,dorpenl8,390913.64,902,savings,360847164
907197479,asestongu,391229.2,429,checking,278906423
873794762,rphilippsohnho,391386.63,500,savings,217580512
466825967,oagott6k,391621.69,827,savings,314412278
758096974,adeavenell9w,392461.41,330,savings,327769219
855149006,hloughlanou,392640.59,151,savings,253758802
537549030,stamecn,392802.44,214,checking,118840694
337882800,anellesfm,393904.63,330,money market,429283890
212926690,apuryj6,394007.77,815,savings,234728198
250875753,ygriswaiteq2,394149.18,903,checking,193621305
191963631,laldwich7g,394441.11,429,checking,280929717
727351408,rcazaleteb,395345.96,658,savings,251569204
253913500,cpurvesga,395468.54,500,checking,369803921
272951126,cballentime6o,395717.69,560,checking,406348151
382489497,hjeandel82,396518.58,903,checking,89480461
690886560,abursnell9w,396523,429,savings,279129138
267750495,maubinn6,396659.27,844,savings,267482596
546148106,bloddyik,396719.75,692,savings,197354481
637919666,ddeverauxn7,396894.75,104,checking,1545696
469747119,mmineronz,397756.91,903,savings,200428455
607633810,mwarrillowgt,398912.07,214,savings,186486735
389170684,kbrounckerlt,400040.4,104,checking,304935498
754460798,rdrysdaleja,400606.04,330,checking,375458840
469601643,lmatsellr7,400644.37,903,checking,397872765
642328994,nmassiek2,401559.37,658,savings,306931217
748081686,gmertinht,401583.82,844,checking,335246995
276826378,erandallo0,401728.07,291,checking,353228253
987998435,dedgington65,402497.21,214,checking,236286224
260770378,mgeertsend,402584.96,406,checking,211621797
479692300,hcudiffjp,403066.74,560,checking,355955313
838412768,emcculloghlm,404252.5,608,checking,117428629
567170614,tzecchinelli6q,404718.79,272,checking,227574384
406198798,gcanapeb1,405048.45,608,money market,97475868
871639429,mcounter1b,405636.75,330,savings,397113267
936148367,dhilldrope3,406041.5,799,checking,251298701
807205784,wcovottibf,406161.35,799,checking,138330073
461760105,plendenln,406992.97,500,checking,425870848
925587923,csacchetti3q,407384.02,500,savings,132322591
548749871,jjiruspn,407422.9,778,checking,292743150
297237639,ccarousfk,407901.12,104,checking,90737735
962946928,rdoutyr,408297.6,903,checking,420242802
875730766,voyletteq,408801.6,214,checking,110902891
251592720,ckiddie66,409442.29,560,savings,147487013
662797185,ameeusra,410168.87,429,savings,104105997
871219900,mharmant10,410325.11,849,checking,84176512
647173805,jfinlayson53,410338.96,104,savings,378633727
906570729,bgrabbamaa,411173.23,844,savings,55287969
841320438,pmallindine98,411593.83,560,savings,158974649
536757914,bboomeer,412844.38,429,savings,339351996
291361956,gguittonbb,413278.36,903,checking,405767429
159292426,dcicconetti5t,414679.99,530,checking,284652016
860402178,jboyackpg,415184.92,429,checking,251222548
793950008,bhailesoa,415259.48,949,savings,236505430
591564101,cavramchik3h,415919.51,272,checking,333549930
217590656,lsmailld,416054.05,272,checking,142654425
162735332,dlamball4j,417402.02,815,checking,90431092
509073838,tjacobovitzc8,417509.29,500,certificate of deposit,192751700
252442849,kpellamonuteneg,419336.51,406,checking,94619149
987074282,ndmtrovic28,419600.17,608,checking,258497657
116993260,whelix6z,419838.06,799,savings,22539385
257125089,pmcdoolof,421451.69,330,savings,204536857
940211707,akeeneymg,421854.32,815,checking,264566690
532183290,ledgcumbe4e,422132.44,104,checking,134928966
856986487,kpenkethman6c,424823.38,849,savings,22149517
983115942,tpendredjv,424877.57,815,checking,274967802
354936549,ascreenfl,425722.32,500,savings,365537539
143100768,csoreybt,425838.57,902,checking,251700538
586625258,lissatt7l,426587.5,799,checking,326253776
344486806,cpeppardfb,426905.75,272,savings,362776267
661363805,tramblehz,427070.72,849,checking,318254681
667787287,zpulhosterq1,427228.61,406,savings,30041722
833468089,gnokegm,428538.97,778,checking,222989575
380748159,mmcgarrellrf,429296.93,406,savings,66895285
647264936,pspiersgj,429375.14,608,savings,31509016
705878936,kpendridak,429460.01,291,savings,302787266
485222457,gstutelyhq,429960.01,778,savings,268020822
893144959,chastedby,430133.91,272,savings,17518401
827759102,ffeldbrinfk,430989.32,608,money market,247164583
424180285,jsanper8r,431350.77,903,savings,27022231
548504250,idossettorqp,431951.07,608,checking,201575580
636171206,crohlfing55,433664.78,330,savings,338969862
235048437,fellithx,434889.46,608,savings,60500587
614302754,abatchanm1,435092.73,975,savings,208035578
947642325,ccourson9g,435683.82,903,savings,268569231
905490734,sdabner9a,436324.75,658,savings,374024105
566533132,bfawkecz,437287.24,560,checking,400611651
989245925,cshorbrookkd,437324.88,692,savings,187596796
883357480,gmallion4c,437968.38,815,checking,82768630
659353907,gcleugheri,437995.21,330,savings,253220837
330655855,sginglesd8,439270.77,692,savings,56081018
523632964,rgarardr3,440736.8,815,savings,90936347
609651308,bkerfod46,440853.41,406,savings,383768204
766338394,meltringhamrn,441581.57,608,checking,334023999
875976527,nbradforthqs,442541.4,778,checking,149186309
442739825,bstrewthersbw,442640.96,560,savings,355003173
153119026,srigden73,443510.61,949,savings,100851726
204886218,kandreoletti45,443823.14,272,checking,226572527
552427046,pbottonern2,445342.98,849,checking,320689726
711607819,bmacilriachmw,445814.52,429,savings,356375153
825861984,dbynethbw,446108.86,844,checking,399973500
105931441,rhairsnape3z,446143.73,406,savings,65869640
704806797,gduligall8c,446310.64,151,checking,310689625
226226246,swinneyrg,446849.19,903,savings,17887818
777127240,lphinev,447488.11,104,savings,25033080
462754651,ddyche2f,447825.65,902,savings,364561578
366793185,cbattertonkr,448660.47,291,savings,177632145
434957077,kkitea7,448882.49,778,checking,269603184
667231024,jfelixhf,449898.32,406,savings,339492172
176294137,rcapstake1p,450308.42,849,checking,73268494
299833632,hpendrighn0,451027.47,608,checking,57610775
816042494,ksaffrinhf,451189.14,104,checking,347392293
737278514,bbofieldl9,452575.01,658,checking,151473549
702153669,ckuhn5x,453459.95,815,savings,84176512
165167471,dorrahfm,453641.84,849,checking,376699981
703911466,pbuckelb3,455346.48,827,savings,90878017
639378662,wkapelhoff10,455816.45,975,savings,280442781
309286066,mshukera1,456213.64,560,checking,407692033
296811983,gdever2v,456308.91,239,checking,274967802
308807742,mlamblotrm,456557.97,151,checking,151612410
134810706,apolinigy,457724.75,975,checking,386125950
244317040,pmotto6u,457805.1,214,checking,354216002
729004042,dplumtreefh,458114.36,949,savings,302787266
946308414,gdampierdm,458159.88,815,checking,138312353
357620876,vbuffyfc,458532.04,151,savings,94183243
394970654,bmacnultyd1,459169.59,272,checking,427234199
608882480,msenter29,459663.73,799,savings,4448066
545203573,wchartresjg,459745.59,815,checking,155691610
729317722,cgewere7,459901.27,530,savings,37308155
766831755,gmacilraithgl,460799.53,658,checking,99687700
244276172,adrache4p,461236.75,902,savings,119465679
313598949,lconisbee84,461369.42,214,checking,240867556
884118006,hpflegerpf,461477.27,214,savings,300777113
660134415,arosengartke,462151.47,151,savings,362806231
802000810,sshawbs,462151.95,827,savings,73295348
446184328,bweatherburn3m,462568.78,949,checking,48955227
778219348,yosboldstone9p,462752.95,560,checking,251030510
861761025,khuniwallav,463494.88,815,checking,93192715
978492482,rmackied9,463981.35,151,checking,310689625
206614904,ccove9j,464129.55,429,checking,348961810
311229219,smorradpq,464782.35,844,checking,149655419
522643202,jbenasikpq,464991.22,844,checking,219645194
764731570,jmoninik5,465378.42,975,checking,137314321
451217833,tjarredc6,465859.34,151,savings,23464702
202241333,ccleeverje,466870.15,778,checking,341755109
705210665,khummerstonrp,467058.62,849,checking,372313637
120286452,rpulbrookm5,467066.37,291,money market,412924131
981402857,rnanellij,469464.61,692,savings,343497045
947700374,jgallyf8,471826.54,214,checking,128401953
379509895,tclaricoates7w,472021.61,530,savings,310020425
145062434,cchiese11,472794.44,778,savings,404864190
225024927,sverrechiapx,473049.96,239,savings,299057812
470648062,hnix7b,473161.48,272,savings,187457113
456902866,dyarrowc9,474035.26,844,savings,110769145
290273764,hrossbrookdz,475578.12,903,savings,236410857
569594589,jplaylei3,475612.44,272,checking,57610775
165256192,cronaldsonoz,476545.28,949,savings,306931217
532639612,tponsfordh8,476992.54,827,checking,52931070
410038547,srozycki68,477322.81,692,checking,101584186
687901729,jhearsum3s,477457.46,778,savings,291151116
350702241,mloveladyg5,477564.74,902,savings,60191593
979597352,abrenstonec,477772.75,239,checking,241094166
411673015,ydecarolismm,477945.74,902,savings,413243158
206300341,deaklee8k,477945.83,104,checking,148955556
897577922,jtomkind2,478174.16,827,savings,318254681
591597331,dflegdd,478202.9,429,checking,152026449
573202979,bshird2d,478757.49,330,savings,199511940
405331405,csoaper93,479867.38,815,savings,312470521
461888217,gtranfield7,480833.78,272,savings,53288385
452250324,aragbourn9b,481483.25,239,savings,134928966
661109616,mblundoni6,482923.99,330,savings,33413563
555311115,gbeiderbeckep9,483989.6,560,savings,276439966
517163127,maireycf,484169.64,658,savings,115073299
746976550,ereiner85,484510.33,406,savings,17257243
922311795,ebrignallfq,485286.55,239,savings,344525628
587378048,lleadbeatterjw,485464.72,844,savings,66538129
756035600,ctaverinerm2,485973.56,272,checking,166768141
691331933,kpopleyc1,486197.36,291,savings,233350181
282795895,pwarden6y,487095.38,151,savings,118711321
327710072,wbramallbi,487328.64,406,money market,239588735
158134603,aclaybourne4z,487566.1,429,checking,11116793
827597722,pcolgan2j,488402.82,975,savings,208503486
852196758,acanfert,488654.41,530,savings,234172323
502405685,mdemangeotmy,490848.71,692,checking,349321822
131565716,jtrevorqq,491246.95,406,savings,328484737
188903602,blutmanha,491328.87,849,checking,191568849
185840627,dhugettmj,492037.75,530,checking,385454525
101461016,htawton8u,492170.42,406,checking,405483018
421226824,omacdowalp7,492265.04,658,savings,133674479
419395577,vsellwood96,493032.36,658,savings,383080818
876862522,ohexum37,495282.95,104,checking,92360934
470358997,logradyb4,495341.29,778,checking,6119212
163242937,bburlingham6a,495529.67,608,checking,281952372
316057802,tscuddersae,496271.07,827,checking,83020954
784348605,cboatge,496321.37,214,checking,196249969
959904326,hakhurstr2,496754.51,949,checking,251554893
442339434,aedenoz,497186.3,949,checking,304698332
363928922,ndrohunn8,498096.04,530,checking,211621797
846996382,lattride3r,498630.21,330,savings,297069687
586974905,tmichurin4i,501100.42,902,savings,279240935
978987285,jhadawayf1,501249.98,844,checking,395570526
818102367,ghurtado2d,501560.47,500,checking,170807634
481352461,kbanksfs,501639.22,530,savings,320513284
622145451,sfairchildq9,501692.18,330,checking,389291066
194580281,kwindebankas,502144.19,151,checking,375156633
357540584,wfuzzey5y,502151.29,844,checking,404864190
438198065,mmcgeffengk,502885.79,500,checking,246540528
253996866,oalejandroly,503660.25,658,savings,124620391
780252209,sneillydl,504160.53,902,checking,405685961
276046759,wwolfenden9s,504271.53,406,savings,308922972
756708940,nmelledy2m,504569.87,827,checking,354318471
855147809,hsnoadc4,504683.63,500,checking,422851026
751192792,jcarruthers7n,505851.41,151,checking,234524123
292679699,nstobbiecx,506236.56,815,savings,336778149
874685396,cwindham8r,506657.68,560,savings,8124297
492971039,emurrowqu,507505.03,429,checking,178808898
873727161,mmartignon4a,508349.04,778,savings,27294896
842266966,abosden4m,508839.84,975,savings,348961810
349955054,hpactatq6,509505.1,151,checking,151473549
960129403,lcarwardine7m,509771.16,849,savings,144014347
530933912,fstickinsiy,510139.08,658,checking,379414199
251338983,bdobrovolny5y,510662.45,239,checking,305456580
132149292,fgotliffei2,511303.73,815,savings,52665348
497210714,dford4,511802.18,530,checking,143426458
463374309,mmcdaidl6,511856.96,330,savings,358376786
626845265,lcrees1e,511969.56,658,savings,197746588
673493276,bcristobal3l,512176.88,429,savings,295528646
183034137,cvallentineod,513865.01,104,savings,141861776
369603732,kwingeatpi,514090.95,692,savings,295528646
423533470,rgopsall4n,515009.37,272,money market,12765466
502231539,riddiensou,515178.12,151,savings,382534360
379265631,akaneeh,515218.21,902,savings,341755109
170226041,hblaikj1,515330.65,975,savings,387814277
444125365,kdownsaa,516236.06,330,savings,332260496
617891287,emedlicott23,517403.69,272,savings,353935270
591951960,tredbournrq,517595.04,658,checking,144297275
275582977,ecastletineia,517606.45,239,checking,152026449
205632675,mweymontn,517843.16,560,savings,212084341
471697721,gohrt9o,519112.76,239,savings,20262993
496977975,kclellpw,519119.88,658,checking,94344296
149210057,djebbfv,519305.85,500,savings,25736369
521697439,eragatab,519830.8,827,checking,128401953
268727745,kmorabg,520457.71,692,checking,378351350
842730348,gshanelt,520494.19,104,checking,330991385
917019419,lszepego,520975.36,975,savings,53689804
132286043,hfransinelli8,522193.77,658,checking,176660328
950117985,rfrancescottio3,522366.04,799,savings,40940303
241618874,xcristofanoqt,523152.95,214,checking,13379300
410479759,sstonefewings3e,523315.8,239,checking,188447028
296959510,tschuelckedw,523828.9,975,checking,415000270
915609849,semblowlp,523851.91,778,checking,119465679
964735309,fcrombeu,524017.82,844,checking,318091429
427795207,anusseyae,524303.9,239,checking,197636347
396222275,gclancy69,524760.18,151,money market,317003261
543564038,dhallyburtonoh,525065.13,902,savings,1682786
222223335,lstonehewer60,525790.91,530,checking,385912516
817975814,gblayneybg,525941.26,975,savings,234312215
201776428,vrouncepu,526729.19,658,checking,388243091
538290638,wgillilandr6,527557.15,406,savings,248001720
628301682,bloineskq,527688.21,903,savings,308927917
928135858,nsapwell5m,528301.72,291,checking,413243158
352168519,mraratyr0,528555.28,849,checking,428767566
292769078,vbreissan1l,529517.75,291,checking,285989505
863467796,jwhettleton45,529559.74,692,checking,96243255
911948915,dmatczaknr,529709.97,827,savings,36249210
392155622,gcoslettei,529717.62,658,checking,175236047
